hierarchy	system	code	fsn	version	preferred	acceptable	orphanet_map
disorder	http://snomed.info/sct	SNOMEDCT:15182000	Coffin-Lowry syndrome (disorder)	20240301	Coffin-Lowry syndrome	CLS - Coffin-Lowry syndrome	ORPHA:192
disorder	http://snomed.info/sct	SNOMEDCT:15228007	Atrophia bulborum hereditaria (disorder)	20240301	Atrophia bulborum hereditaria	Norrie's disease	ORPHA:649
disorder	http://snomed.info/sct	SNOMEDCT:15244003	Neuroleptic malignant syndrome (disorder)	20240301	Neuroleptic malignant syndrome	Malignant neuroleptic syndrome	ORPHA:94093
disorder	http://snomed.info/sct	SNOMEDCT:15285008	Adenylosuccinate lyase deficiency (disorder)	20240301	Adenylosuccinate lyase deficiency	Deficiency of adenylosuccinate lyase	ORPHA:46
disorder	http://snomed.info/sct	SNOMEDCT:15346004	Familial hypoalphalipoproteinemia (disorder)	20240301	Familial hypoalphalipoproteinemia	Familial high density lipoprotein deficiency	ORPHA:425
disorder	http://snomed.info/sct	SNOMEDCT:15545001	Congenital duplication of uterus (disorder)	20240301	Congenital duplication of uterus	Uterus didelphus	ORPHA:180086
disorder	http://snomed.info/sct	SNOMEDCT:15552004	Osteogenesis imperfecta, recessive perinatal lethal, with microcephaly AND cataracts (disorder)	20240301	Osteogenesis imperfecta, recessive perinatal lethal, with microcephaly AND cataracts		ORPHA:2772
disorder	http://snomed.info/sct	SNOMEDCT:15689008	Pseudohypoaldosteronism, type 2 (disorder)	20240301	Pseudohypoaldosteronism, type 2		ORPHA:757
disorder	http://snomed.info/sct	SNOMEDCT:15841002	21q partial monosomy syndrome (disorder)	20240301	21q partial monosomy syndrome	21q partial proximal monosomy syndrome	ORPHA:574
disorder	http://snomed.info/sct	SNOMEDCT:15892005	Mucopolysaccharidosis III-D (disorder)	20240301	Mucopolysaccharidosis, MPS-III-D	Mucopolysaccharidosis type IIID	ORPHA:79272
disorder	http://snomed.info/sct	SNOMEDCT:16242007	Hereditary orotic aciduria (disorder)	20240301	Hereditary orotic aciduria		ORPHA:30
disorder	http://snomed.info/sct	SNOMEDCT:16360009	Delta beta thalassemia (disorder)	20240301	Delta beta thalassemia	Delta-beta thalassemia	ORPHA:231237
disorder	http://snomed.info/sct	SNOMEDCT:16424000	Glucagonoma syndrome (disorder)	20240301	Glucagonoma syndrome		ORPHA:97280
disorder	http://snomed.info/sct	SNOMEDCT:16541001	Yellow fever (disorder)	20240301	Yellow fever	YF - Yellow fever	ORPHA:99829
disorder	http://snomed.info/sct	SNOMEDCT:16567006	Mesocardia (disorder)	20240301	Mesocardia	Midline heart	ORPHA:95443
disorder	http://snomed.info/sct	SNOMEDCT:16652001	Fabry's disease (disorder)	20240301	Fabry's disease	Thesaurismosis lipoidica	ORPHA:324
disorder	http://snomed.info/sct	SNOMEDCT:16872008	Severe hereditary factor VIII deficiency disease (disorder)	20240301	Severe hereditary factor VIII deficiency disease	Severe hemophilia A	ORPHA:169802
disorder	http://snomed.info/sct	SNOMEDCT:16964007	Hereditary persistence of fetal hemoglobin thalassemia (disorder)	20240301	Hereditary persistence of fetal hemoglobin thalassemia	HPFH (hereditary persistence of fetal haemoglobin) beta-thalassaemia syndrome	ORPHA:46532
disorder	http://snomed.info/sct	SNOMEDCT:17024001	Aortopulmonary window (disorder)	20240301	Aortopulmonary window	Aortic septal defect	ORPHA:2037
disorder	http://snomed.info/sct	SNOMEDCT:17025000	Vascular Ehlers-Danlos syndrome (disorder)	20240301	Vascular Ehlers-Danlos syndrome	Ehlers-Danlos syndrome arterial type E-D	ORPHA:286
disorder	http://snomed.info/sct	SNOMEDCT:17144009	Fibrochondrogenesis (disorder)	20240301	Fibrochondrogenesis		ORPHA:2021
disorder	http://snomed.info/sct	SNOMEDCT:17170005	Pili torti (disorder)	20240301	Pili torti	Twisted hair	ORPHA:2889
disorder	http://snomed.info/sct	SNOMEDCT:17190001	Congenital diaphragmatic hernia (disorder)	20240301	Congenital diaphragmatic hernia	CDH - Congenital diaphragmatic hernia	ORPHA:2140
disorder	http://snomed.info/sct	SNOMEDCT:17231009	Fetal valproate syndrome (disorder)	20240301	Fetal valproate syndrome	Foetal valproate spectrum disorder	ORPHA:1906
disorder	http://snomed.info/sct	SNOMEDCT:17234001	Allantoic cyst (disorder)	20240301	Allantoic cyst	Congenital cyst of urachus	ORPHA:488
disorder	http://snomed.info/sct	SNOMEDCT:17342003	Familial erythrocytosis (disorder)	20240301	Familial erythrocytosis	Familial polycythaemia	ORPHA:90042
disorder	http://snomed.info/sct	SNOMEDCT:17568006	Sclerosteosis (disorder)	20240301	Sclerosteosis		ORPHA:3152
disorder	http://snomed.info/sct	SNOMEDCT:17602002	Amyloidosis (disorder)	20240301	Amyloidosis		ORPHA:69
disorder	http://snomed.info/sct	SNOMEDCT:17608003	Congenital hemidysplasia with ichthyosiform erythroderma and limb defects syndrome (disorder)	20240301	CHILD syndrome	Congenital hemidysplasia with ichthyosiform erythroderma and limb defects syndrome	ORPHA:139
disorder	http://snomed.info/sct	SNOMEDCT:17818006	Leri-Weill dyschondrosteosis (disorder)	20240301	Leri-Weill dyschondrosteosis	Leri-Weill syndrome	ORPHA:240
disorder	http://snomed.info/sct	SNOMEDCT:17827007	Cross syndrome (disorder)	20240301	Cross syndrome	Oculocerebral-hypopigmentation syndrome	ORPHA:2719
disorder	http://snomed.info/sct	SNOMEDCT:17901006	Primary hyperoxaluria (disorder)	20240301	Primary hyperoxaluria	Primary oxalosis	ORPHA:416
disorder	http://snomed.info/sct	SNOMEDCT:17920008	Portal vein thrombosis (disorder)	20240301	Portal vein thrombosis	PVT - Portal vein thrombosis	ORPHA:854
disorder	http://snomed.info/sct	SNOMEDCT:18116006	Cancrum oris (disorder)	20240301	Cancrum oris	Gangrenous stomatitis	ORPHA:2700
disorder	http://snomed.info/sct	SNOMEDCT:18121009	Chronic berylliosis (disorder)	20240301	Chronic berylliosis	Chronic beryllium disease	ORPHA:133
disorder	http://snomed.info/sct	SNOMEDCT:18166000	Accessory breast (disorder)	20240301	Accessory breast	Supernumerary breast	ORPHA:180182
disorder	http://snomed.info/sct	SNOMEDCT:18260003	Postpartum psychosis (disorder)	20240301	Postpartum psychosis	Postnatal psychosis	ORPHA:443173
disorder	http://snomed.info/sct	SNOMEDCT:18273004	Unstable hemoglobin disease (disorder)	20240301	Unstable haemoglobin disease	Congenital Heinz body anaemia	ORPHA:99139
disorder	http://snomed.info/sct	SNOMEDCT:18417009	Oligomeganephronic hypoplasia of kidney (disorder)	20240301	Oligomeganephronic hypoplasia of kidney	Oligomeganephronia	ORPHA:2260
disorder	http://snomed.info/sct	SNOMEDCT:18504008	Toxic shock syndrome (disorder)	20240301	Toxic shock syndrome	Gram-positive septic shock	ORPHA:36234
disorder	http://snomed.info/sct	SNOMEDCT:18546004	Congenital stenosis of aortic valve (disorder)	20240301	Congenital stenosis of aortic valve	Congenital aortic stenosis	ORPHA:3093
disorder	http://snomed.info/sct	SNOMEDCT:18620009	Congenital sequestration of lung (disorder)	20240301	Congenital sequestration of lung	Sequestration of lung	ORPHA:3161
disorder	http://snomed.info/sct	SNOMEDCT:18690003	Farmers' lung (disorder)	20240301	Farmers' lung	Farmers' lung disease	ORPHA:99906
disorder	http://snomed.info/sct	SNOMEDCT:18735004	Congenital omphalocele (disorder)	20240301	Congenital omphalocele	Amniocele	ORPHA:660
disorder	http://snomed.info/sct	SNOMEDCT:18756002	Juvenile GM1 gangliosidosis (disorder)	20240301	Juvenile GM1 gangliosidosis	GM1 gangliosidosis, type 2	ORPHA:79256
disorder	http://snomed.info/sct	SNOMEDCT:18805001	Congenital secretory diarrhea, sodium type (disorder)	20240301	Congenital secretory diarrhoea, sodium type	Non-syndromic congenital sodium diarrhea	ORPHA:103908
disorder	http://snomed.info/sct	SNOMEDCT:18899000	Schinzel-Giedion syndrome (disorder)	20240301	Schinzel-Giedion syndrome		ORPHA:798
disorder	http://snomed.info/sct	SNOMEDCT:18910001	Cleft uvula (disorder)	20240301	Cleft uvula	Bifid uvula	ORPHA:99771
disorder	http://snomed.info/sct	SNOMEDCT:19044004	Spirillary fever (disorder)	20240301	Spirillary fever	Spirillum minus rat-bite fever	ORPHA:99903
disorder	http://snomed.info/sct	SNOMEDCT:19065005	Lassa fever (disorder)	20240301	Lassa fever	Lassa hemorrhagic fever	ORPHA:99824
disorder	http://snomed.info/sct	SNOMEDCT:19087001	Tinea kerion (disorder)	20240301	Tinea kerion	Kerion	ORPHA:499
disorder	http://snomed.info/sct	SNOMEDCT:19092004	Holt-Oram syndrome (disorder)	20240301	Holt-Oram syndrome	Atriodigital dysplasia type 1	ORPHA:392
disorder	http://snomed.info/sct	SNOMEDCT:19138001	Epidermodysplasia verruciformis (disorder)	20240301	Epidermodysplasia verruciformis	Lewandowsky-Lutz disease	ORPHA:302
disorder	http://snomed.info/sct	SNOMEDCT:19265001	Tularemia (disorder)	20240301	Tularemia	Deerfly fever	ORPHA:3392
disorder	http://snomed.info/sct	SNOMEDCT:19346006	Marfan's syndrome (disorder)	20240301	Marfan's syndrome	Marfan syndrome	ORPHA:558
disorder	http://snomed.info/sct	SNOMEDCT:19362000	Cutaneous larva migrans (disorder)	20240301	Cutaneous larva migrans	CLM - Cutaneous larva migrans	ORPHA:423717
disorder	http://snomed.info/sct	SNOMEDCT:19604005	Triglyceride storage disease with ichthyosis (disorder)	20240301	Triglyceride storage disease with ichthyosis	Ichthyosiform erythroderma with leukocyte vacuolation	ORPHA:98907
disorder	http://snomed.info/sct	SNOMEDCT:19719003	Benign lymphocytic infiltration of Jessner (disorder)	20240301	Benign lymphocytic infiltration of Jessner	Lymphocytic infiltration of Jessner-Kanof	ORPHA:33314
disorder	http://snomed.info/sct	SNOMEDCT:19726003	Cutis laxa, acquired type (disorder)	20240301	Cutis laxa, acquired type	Acquired cutis laxa	ORPHA:228285
disorder	http://snomed.info/sct	SNOMEDCT:19754005	Alopecia totalis (disorder)	20240301	Alopecia totalis	Total alopecia areata	ORPHA:700
disorder	http://snomed.info/sct	SNOMEDCT:19886006	Sturge-Weber syndrome (disorder)	20240301	Sturge-Weber syndrome	Sturge-Weber sequence	ORPHA:3205
disorder	http://snomed.info/sct	SNOMEDCT:19972008	Postencephalitic parkinsonism (disorder)	20240301	Postencephalitic parkinsonism		ORPHA:97349
disorder	http://snomed.info/sct	SNOMEDCT:20052008	Fructose-1,6-bisphosphate aldolase B deficiency (disorder)	20240301	Hereditary fructosuria	Fructose-1-phosphate aldolase deficiency	ORPHA:469
disorder	http://snomed.info/sct	SNOMEDCT:20348002	14q partial distal trisomy syndrome (disorder)	20240301	14q partial distal trisomy syndrome		ORPHA:1705
disorder	http://snomed.info/sct	SNOMEDCT:20392000	Congenital entropion (disorder)	20240301	Congenital entropion		ORPHA:519386
disorder	http://snomed.info/sct	SNOMEDCT:20415001	Progressive sclerosing poliodystrophy (disorder)	20240301	Progressive sclerosing poliodystrophy	Spongy glioneuronal dystrophy	ORPHA:726
disorder	http://snomed.info/sct	SNOMEDCT:20756002	Adult hypophosphatasia (disorder)	20240301	Adult hypophosphatasia	Hypophosphatasia, adult type	ORPHA:247676
disorder	http://snomed.info/sct	SNOMEDCT:20815007	Exstrophy of cloaca sequence (disorder)	20240301	Exstrophy of cloaca sequence	Cloacal exstrophy	ORPHA:93929
disorder	http://snomed.info/sct	SNOMEDCT:20852007	Romano-Ward syndrome (disorder)	20240301	Romano-Ward syndrome		ORPHA:101016
disorder	http://snomed.info/sct	SNOMEDCT:20927009	Dengue hemorrhagic fever (disorder)	20240301	Dengue haemorrhagic fever	DHF - Dengue hemorrhagic fever	ORPHA:99828
disorder	http://snomed.info/sct	SNOMEDCT:20957000	Disorder of carbohydrate metabolism (disorder)	20240301	Disorder of carbohydrate metabolism		ORPHA:79161
disorder	http://snomed.info/sct	SNOMEDCT:21009004	Echinococcus multilocularis infection (disorder)	20240301	Echinococcus multilocularis infection	Alveolar hydatid disease	ORPHA:284
disorder	http://snomed.info/sct	SNOMEDCT:21061004	Babesiosis (disorder)	20240301	Babesiosis	Red water fever	ORPHA:108
disorder	http://snomed.info/sct	SNOMEDCT:21086008	Cockayne syndrome (disorder)	20240301	Cockayne syndrome		ORPHA:191
disorder	http://snomed.info/sct	SNOMEDCT:21111006	Complete trisomy 13 syndrome (disorder)	20240301	Complete trisomy 13 syndrome	D>1< trisomy syndrome	ORPHA:3378
disorder	http://snomed.info/sct	SNOMEDCT:21590003	Congenital zonular cataract (disorder)	20240301	Congenital zonular cataract		ORPHA:98995
disorder	http://snomed.info/sct	SNOMEDCT:21634003	Borjeson-Forssman-Lehmann syndrome (disorder)	20240301	Borjeson-Forssman-Lehmann syndrome	Borjeson syndrome	ORPHA:127
disorder	http://snomed.info/sct	SNOMEDCT:21764004	Renal carnitine transport defect (disorder)	20240301	Renal carnitine transport defect	Carnitine transporter deficiency	ORPHA:158
disorder	http://snomed.info/sct	SNOMEDCT:21877004	Osler hemorrhagic telangiectasia syndrome (disorder)	20240301	Osler haemorrhagic telangiectasia syndrome	Hereditary haemorrhagic telangiectasia	ORPHA:774
disorder	http://snomed.info/sct	SNOMEDCT:21926007	Pili annulati (disorder)	20240301	Pili annulati	Ringed hair	ORPHA:169
disorder	http://snomed.info/sct	SNOMEDCT:21954000	Herpes zoster auricularis (disorder)	20240301	Herpes zoster auricularis	HZO - Herpes zoster oticus	ORPHA:3020
disorder	http://snomed.info/sct	SNOMEDCT:22199006	Nail-patella syndrome (disorder)	20240301	Nail-patella syndrome	Hereditary osteo-onychodysplasia	ORPHA:2614
disorder	http://snomed.info/sct	SNOMEDCT:22255007	Progressive multifocal leukoencephalopathy (disorder)	20240301	Progressive multifocal leucoencephalopathy	Multifocal leukoencephalopathy	ORPHA:217260
disorder	http://snomed.info/sct	SNOMEDCT:22440001	Mooren's ulcer (disorder)	20240301	Mooren's ulcer	Mooren's corneal ulcer	ORPHA:519408
disorder	http://snomed.info/sct	SNOMEDCT:22451001	Idiopathic torsion dystonia (disorder)	20240301	Primary torsion dystonia	Idiopathic torsion dystonia	ORPHA:256
disorder	http://snomed.info/sct	SNOMEDCT:22504001	Uterus bilocularis (disorder)	20240301	Uterus bilocularis	Bipartite uterus	ORPHA:180122
disorder	http://snomed.info/sct	SNOMEDCT:22567005	Pseudoachondroplastic spondyloepiphyseal dysplasia syndrome (disorder)	20240301	Pseudoachondroplastic spondyloepiphyseal dysplasia syndrome	Pseudoachondroplastic dysplasia	ORPHA:750
disorder	http://snomed.info/sct	SNOMEDCT:22607003	Asbestosis (disorder)	20240301	Asbestosis	Pulmonary asbestosis	ORPHA:2302
disorder	http://snomed.info/sct	SNOMEDCT:22764001	Metatropic dysplasia (disorder)	20240301	Metatropic dysplasia	Metatropic dwarfism syndrome	ORPHA:2635
disorder	http://snomed.info/sct	SNOMEDCT:22886006	Glutaric aciduria, type 2 (disorder)	20240301	Glutaric aciduria, type 2	MADD - multiple acyl-CoA dehydrogenase deficiency	ORPHA:26791
disorder	http://snomed.info/sct	SNOMEDCT:22933009	Glucose-6-phosphate dehydrogenase deficiency class I variant anemia (disorder)	20240301	G-6-PD class I variant anaemia	Glucose-6-phosphate dehydrogenase deficiency class I variant anaemia	ORPHA:466026
disorder	http://snomed.info/sct	SNOMEDCT:22935002	Congenital erythropoietic porphyria (disorder)	20240301	Congenital erythropoietic porphyria	Congenital photosensitive porphyria	ORPHA:79277
disorder	http://snomed.info/sct	SNOMEDCT:23063005	Congenital atresia of mitral valve (disorder)	20240301	Congenital atresia of mitral valve	Mitral atresia	ORPHA:1205
disorder	http://snomed.info/sct	SNOMEDCT:23096007	Cranial neuralgia (disorder)	20240301	Cranial neuralgia	Painful cranial neuropathy	ORPHA:221109
disorder	http://snomed.info/sct	SNOMEDCT:23097003	Kyasanur Forest disease (disorder)	20240301	Kyasanur Forest disease	KFD - Kyasanur Forest disease	ORPHA:319254
disorder	http://snomed.info/sct	SNOMEDCT:23132008	Amyloid light-chain amyloidosis (disorder)	20240301	AL amyloidosis	Primary amyloidosis of light chain type	ORPHA:85443
disorder	http://snomed.info/sct	SNOMEDCT:23150001	Proteus syndrome (disorder)	20240301	Proteus syndrome		ORPHA:744
disorder	http://snomed.info/sct	SNOMEDCT:23238000	Common variable agammaglobulinemia (disorder)	20240301	Common variable agammaglobulinemia	Late onset immunoglobulin deficiency	ORPHA:1572
disorder	http://snomed.info/sct	SNOMEDCT:23447005	Guanosine triphosphate cyclohydrolase I deficiency (disorder)	20240301	GTP cyclohydrolase I deficiency	Guanosine-5-triphosphate cyclohydrolase deficiency	ORPHA:2102
disorder	http://snomed.info/sct	SNOMEDCT:23501004	Arginase deficiency (disorder)	20240301	Arginase deficiency	Arginase 1-gene related arginase deficiency	ORPHA:90
disorder	http://snomed.info/sct	SNOMEDCT:23502006	Lyme disease (disorder)	20240301	Lyme disease	Lyme borreliosis	ORPHA:91546
disorder	http://snomed.info/sct	SNOMEDCT:23610003	Anonychia (disorder)	20240301	Anonychia	Congenital absent nails	ORPHA:79143
disorder	http://snomed.info/sct	SNOMEDCT:23686004	Ring chromosome 20 syndrome (disorder)	20240301	Ring chromosome 20 syndrome		ORPHA:1444
disorder	http://snomed.info/sct	SNOMEDCT:23817003	Levy-Hollister syndrome (disorder)	20240301	Levy-Hollister syndrome	Lacrimo-auriculo-dento-digital syndrome	ORPHA:2363
disorder	http://snomed.info/sct	SNOMEDCT:23820006	Fingerprint myopathy (disorder)	20240301	Fingerprint myopathy		ORPHA:97232
disorder	http://snomed.info/sct	SNOMEDCT:23849003	Sandhoff disease (disorder)	20240301	Sandhoff disease	O variant	ORPHA:796
disorder	http://snomed.info/sct	SNOMEDCT:23876003	Congenital dislocation of glenohumeral joint (disorder)	20240301	Congenital dislocation of glenohumeral joint	Congenital dislocation of shoulder	ORPHA:295030
disorder	http://snomed.info/sct	SNOMEDCT:24129002	Fasciitis with eosinophilia syndrome (disorder)	20240301	Fasciitis with eosinophilia syndrome	Eosinophilic fasciitis	ORPHA:3165
disorder	http://snomed.info/sct	SNOMEDCT:24225004	Tonic pupillary reaction (disorder)	20240301	Tonic pupillary reaction	Holmes-Adie pupil	ORPHA:454718
disorder	http://snomed.info/sct	SNOMEDCT:24269006	Distal arthrogryposis syndrome (disorder)	20240301	Distal arthrogryposis syndrome	Distal arthrogryposis	ORPHA:97120
disorder	http://snomed.info/sct	SNOMEDCT:24308003	Cystathionine beta-synthase deficiency (disorder)	20240301	Cystathionine beta-synthase deficiency	Deficiency of methylcysteine synthase	ORPHA:394
disorder	http://snomed.info/sct	SNOMEDCT:24326000	Metachromatic leukodystrophy, adult type (disorder)	20240301	Metachromatic leucodystrophy, adult type	Adult metachromatic leukodystrophy	ORPHA:309271
disorder	http://snomed.info/sct	SNOMEDCT:24354007	Poisoning caused by colchicine (disorder)	20240301	Poisoning by colchicine	Poisoning caused by colchicine	ORPHA:31824
disorder	http://snomed.info/sct	SNOMEDCT:24412005	Congenital secretory diarrhea, chloride type (disorder)	20240301	Congenital secretory diarrhoea, chloride type	Congenital chloride diarrhea	ORPHA:53689
disorder	http://snomed.info/sct	SNOMEDCT:24559001	Mutilating keratoderma (disorder)	20240301	Mutilating keratoderma	Vohwinkel syndrome	ORPHA:494
disorder	http://snomed.info/sct	SNOMEDCT:24629003	Metaphyseal chondrodysplasia, Jansen type (disorder)	20240301	Metaphyseal chondrodysplasia, Jansen type	Metaphyseal dysostosis, Jansen type	ORPHA:33067
disorder	http://snomed.info/sct	SNOMEDCT:24750000	Townes syndrome (disorder)	20240301	Townes syndrome	Townes Brocks syndrome	ORPHA:857
